# This file was produced by samtools stats (1.5+htslib-1.5) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats ../se/medium.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	d6359f13	8febabbb	c8028b82
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	60000
SN	filtered sequences:	0
SN	sequences:	60000
SN	is sorted:	1
SN	1st fragments:	60000
SN	last fragments:	0
SN	reads mapped:	59462
SN	reads mapped and paired:	0	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	538
SN	reads properly paired:	0	# proper-pair bit set
SN	reads paired:	0	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	436	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	total length:	5537985	# ignores clipping
SN	bases mapped:	5491879	# ignores clipping
SN	bases mapped (cigar):	5431998	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	64634	# from NM fields
SN	error rate:	1.189875e-02	# mismatches / bases mapped (cigar)
SN	average length:	92
SN	maximum length:	101
SN	average quality:	29.2
SN	insert size average:	0.0
SN	insert size standard deviation:	0.0
SN	inward oriented pairs:	0
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
# First Fragment Qualitites. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	39	0	0	0	0	0	1501	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	913	0	0	0	0	29377	0	0	0	0	0	27598	0	0	0	0	0	0	0	0
FFQ	2	25	3	0	0	0	0	1364	0	0	0	0	0	0	0	0	682	0	0	0	0	0	0	2294	0	0	0	0	21986	0	0	0	0	0	33636	0	0	0	10	0	0	0	0
FFQ	3	33	7	0	0	0	0	1457	0	0	0	0	0	0	0	0	1416	0	0	0	0	0	0	4224	0	0	0	0	47572	0	0	0	0	0	5290	0	0	0	1	0	0	0	0
FFQ	4	59	3	0	0	0	0	1475	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	2124	0	0	0	0	15710	0	0	0	0	0	39923	0	0	0	0	0	0	0	0
FFQ	5	29	6	0	0	0	0	1579	0	0	0	0	0	0	0	0	763	0	0	0	0	0	0	1583	0	0	0	0	6974	0	0	0	0	0	49066	0	0	0	0	0	0	0	0
FFQ	6	31	6	0	0	0	0	1669	0	0	0	0	0	0	0	0	866	0	0	0	0	0	0	1581	0	0	0	0	6702	0	0	0	0	0	49145	0	0	0	0	0	0	0	0
FFQ	7	26	6	0	0	0	0	1768	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0	1785	0	0	0	0	6682	0	0	0	0	0	48808	0	0	0	0	0	0	0	0
FFQ	8	15	1	0	0	0	0	1798	0	0	0	0	0	0	0	0	916	0	0	0	0	0	0	1674	0	0	0	0	5718	0	0	0	0	0	49878	0	0	0	0	0	0	0	0
FFQ	9	12	5	0	0	0	0	1805	0	0	0	0	0	0	0	0	874	0	0	0	0	0	0	1587	0	0	0	0	6532	0	0	0	0	0	49184	0	0	0	1	0	0	0	0
FFQ	10	10	12	0	0	0	0	1918	0	0	0	0	0	0	0	0	1192	0	0	0	0	0	0	2007	0	0	0	0	7573	0	0	0	0	0	47287	0	0	0	1	0	0	0	0
